x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.6335629170592108,0.3573850245980935,-0.5039308285420862,0.9350664641370694,0.647980714957097,-0.05079622109720183,-1.9339889132076489,2.0816840783902855,0.04126584599201958,-0.25829761421489,1
1.283904521531887,1.1094594289656554,-0.9089525713845366,1.006586150883987,0.4922194776338565,1.1072952849985969,1.2435256242688908,-0.17220011881878525,1.1503590992730988,0.14774396882471671,1
-0.9664759970193817,-0.5933141619367829,0.4580202055768208,1.032323243082351,1.2836854047513688,-0.31764046484642733,1.4990454810416698,0.4344766511841711,0.42367750162797546,1.251379902407576,1
2.4293089808048745,-1.306530499913352,-1.8699252624640255,3.0921636080749275,2.028800165444725,-0.8796346226717114,-0.39349398382860507,-0.10121325107775817,-1.6240659976518712,0.44355314681264024,1
-1.2047979391711372,0.07846389344841469,0.7051812873753001,0.2247649592220018,0.6187069244283445,1.5349462740315112,-0.3022884430935042,2.3250550158755865,0.4955050980952219,0.5381325493534344,0
-3.143126159095702,0.4578025125001207,1.5159799908380132,3.1481296826711787,3.9814677806820105,-0.5525835081225525,1.4086154010445082,1.135133005106634,-0.8256406320771338,-1.526106221803749,1
-1.0591977359367624,0.6819811693226466,0.9823156207864547,-2.6698433445832865,-2.105918731089561,-0.38789382493422025,-0.623914201844913,-0.822002520114908,0.36939486101994184,1.0917634909166438,0
-3.0670312893151674,0.8927627434331373,1.4977253991896082,2.925934792812636,3.750175163262169,-0.4071314991210554,1.3685010800281914,1.3154199014090313,-0.11078105173537243,0.9833209939471829,1
0.9789589246204405,-0.6070615640209645,-0.4125647328553655,-1.4521748284939067,-1.675935702671827,-0.21646178818194295,0.5078697235597234,-0.4752003687723464,-0.21264402420422968,0.8939471983345086,0
-0.5944606612644504,1.2528109453836513,0.36030480817475524,0.01308829903271036,0.214886003494778,-0.5409121110098064,-1.4579110681693277,-0.962500002933258,-0.7549965181264495,0.007014183847499382,0
1.1995167273510943,-0.11482272278007202,-0.6614164284656754,-0.5456447528630306,-0.9134357611602132,-0.22933261793195178,-0.9553802365426406,2.0604959916431262,-1.1712416639921541,1.0364209640593551,0
0.2102301271092306,-1.4179755437800954,-0.1613020927721962,0.2634820392917251,0.1717715099178373,-0.19842314854601945,0.7670132953535387,0.00011093342495307128,0.5882872571493437,0.0758930759625619,1
-1.7052142137805588,1.2844943775351327,1.1664993866961049,-1.014636010124519,-0.3559353273755044,0.9174621535937203,0.14796888063276262,-0.8790168861647499,-1.264187595991705,0.9910594242225638,0
0.32651120356624364,-0.11146432354858284,-0.1604004973879164,-0.30393252123233383,-0.39225332904225896,-0.3634132462478266,0.12457335352171363,-0.14331944879198452,1.5896894425843657,-0.8994262452356516,1
-0.4030718979665695,-0.5667084820857454,0.34390878844808365,-0.7793374684474635,-0.5826972971989274,0.3792480066219372,1.0833692963605164,0.3871686266268043,0.7527106011060749,-0.5557135445474877,0
0.5435318693087916,-0.13417113084509655,-0.41680980720883365,0.6794466283881267,0.44247077872354473,1.0259552398235767,-0.03772038552502816,0.6397870811226445,-0.23640872079370717,0.6089459953982035,1
0.9277274210462593,-2.3514030249486453,-0.7200281877179932,1.2277392566779515,0.8180950033899003,-3.1093891456907947,0.6239188545209831,1.4909169555271975,0.21841038574197344,-0.04506318610952275,1
0.7129733849176465,-0.2986374224733591,-0.5396602061439837,0.8351799406619638,0.5285842614144092,1.0766527121495686,-0.6573866165841067,-0.5237062986429669,-0.13488413198480184,0.16155780916542836,1
0.9923424797075082,-1.5145223082978565,-0.503234750438281,-0.7991580948204762,-1.0770374945553698,-0.24626370303415748,-0.14286322814154426,0.29510906685342003,0.08684808477475742,0.31826908990496827,0
1.5185845190907292,-0.06141586786673726,-0.8558708353363556,-0.5442322017994748,-1.0209753471385619,0.2441198204276322,0.09176003313632534,1.5521947595488772,0.33344917913209204,-0.22301242309268263,0
-2.1663182134223815,0.7260387931103602,1.2883068779177715,0.24320797364873714,0.9637579125881176,-0.5651313717924064,-0.6038936511457048,-0.7343205032739754,1.2871810467060911,-1.0769231186843455,0
-0.17162143419934006,0.6274442125576021,0.08284688701381157,0.17133179398584375,0.21687655298298256,0.06288211844802462,-0.6285646129978613,1.6400849576933456,1.822025458463344,-0.11242136355020901,1
-2.1290801179929644,-1.9062270916431399,1.0114913455851229,2.254319293524195,2.809556673791809,-0.5362438508044911,0.9792486442999725,-1.386694564496144,2.401414527348319,-0.2977925380653792,1
1.3196679565663092,-0.12796906537594127,-0.9871483742290686,1.4530566145757375,0.8926102445312274,0.579820971226929,-1.4989288908527638,-0.17972384604322972,-0.2895261324569625,0.21704697566498368,1
1.133087298811191,-1.1739063916832733,-0.5606319417573297,-1.023108543877146,-1.3320067651474983,-0.1478513022052385,-0.06400002703838813,-0.9729301345630564,-0.04768433213620201,-0.11048338685032863,0
